Drug_ID,Drug,Y,Scaffold
3247319.0,COc1ccc(CNC(=O)[C@H](C)[C@H]2C[C@]2(C)[C@H](NC(=O)OCc2ccccc2)c2ccccc2)cc1OC,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d03ec00>
1975549.0,Cc1nc2nc(-c3ccc(Cl)cc3)nn2c(C)c1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d03ec70>
227681.0,CCC(=O)OCN1C(=O)C=CC1=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d03ed50>
4788.0,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d03edc0>
426356.0,O=S(O)O.O=S(O)O.[Co].[NH2-].[NH2-].[NH2-].[NH2-],0,<rdkit.Chem.rdchem.Mol object at 0x7f514d03ee30>
3233294.0,COc1cccc(-c2nc(NCc3ccccc3OC)c3ccccc3n2)c1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d03eea0>
3247122.0,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@H]2c3cc(C(=O)N4CCCC4)n(Cc4ccc(C)c(F)c4F)c3C[C@H]2CN1C(=O)c1ccccc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d03ef10>
268787.0,CC1(C)CCC(C)(C)c2c1ccc(O)c2Cc1c(O)ccc2c1C(C)(C)CCC2(C)C,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d03eff0>
1367993.0,Cc1ccc(S(=O)(=O)N(Cc2ccccc2)c2ccccc2C(=O)NCc2ccco2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d03f0d0>
843190.0,Cc1ccn2c(NC(=O)c3ccccc3)c(-c3cccs3)nc2c1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d03f1b0>
219559.0,CC(C)N(CC(=O)O)CC(=O)O,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d03f370>
3247298.0,CS(=O)(=O)c1ccc(CNC(=O)[C@H]2C[C@@H]2[C@H](NP(=O)(c2ccccc2)c2ccccc2)c2ccccc2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d03f450>
3234677.0,Cc1nc2cnc(Nc3ccccc3)nc2n(CCC#N)c1=O,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d03f4c0>
3586856.0,O=C(c1ccc2nc3ccc(Cl)cc3c(=O)n2c1)N1CCOCC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d03f530>
3234067.0,CS(=O)(=O)Nc1cccc(-c2nc(Nc3ccc(F)cc3)c3ccccc3n2)c1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d03f5a0>
3235051.0,Cc1noc(C)c1-c1nccc(NCc2ccccc2)n1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d03f610>
4607987.0,CC(C)NC(=O)c1ccc2c(=O)n(Cc3ccco3)c(=S)[nH]c2c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d03f680>
3234579.0,O=C(Nc1cccc(F)c1)N1CC[C@@]2(CCCN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2)C1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d03f6f0>
662243.0,O=C1CC(N(O)C2CC(=O)N(Cc3ccccc3)C2=O)C(=O)N1Cc1ccccc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d03f7d0>
3234254.0,COc1ccccc1-c1cncnc1NCCNC(C)=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d03f840>
3235532.0,COc1cccc(Cn2c(=O)c(-c3ccc(F)cc3)nc3cnc(N4CCNCC4)nc32)c1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d03f920>
6634.0,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d03f990>
3157656.0,CCn1c(CC(=O)Nc2ccc(C)cc2)nnc1SCC(=O)Nc1nc(C)cs1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d03fa00>
946983.0,Cc1cc(C)c(C#N)c(Oc2ccccc2)n1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d03fa70>
5760259.0,COc1ccc(/C=C(\C#N)C(=O)NCC2CCCO2)cc1OC,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d03fae0>
2288185.0,COc1ccc(C(=O)Nc2ccc(OCC(F)(F)C(F)F)c(C(F)(F)F)c2)cc1OC,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d03fb50>
3232835.0,COc1ccc(-c2nc3cnc(N4CCOCC4)nc3n(C[C@H]3CCCO3)c2=O)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d03fbc0>
3351.0,O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d03fd10>
4117928.0,O=C(Cc1csc(Nc2nc(=S)[nH]c3ccccc23)n1)NCc1cccc(Cl)c1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d03fd80>
3247107.0,COC(=O)[C@@]1(Cc2ccccc2)[C@H]2c3cc(C(=O)N(C)C)n(Cc4ccc(O)c(OC)c4)c3C[C@H]2CN1C(=O)c1ccccc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d03fdf0>
16758761.0,O=c1n(-c2ccccc2)c(=O)n2n1CC[C@H]1/C(=N\OCc3ccccc3)[C@H]3O[C@@H]3[C@@H](O)[C@@H]12,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d03fed0>
4420121.0,CCCCNC(=O)C(CC)Sc1nc2sc(C(=O)OC)c(C)c2c(=O)n1N,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d03ff40>
6604149.0,O=C([O-])CC[C@@H](NC(=O)c1ccccc1C(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],0,<rdkit.Chem.rdchem.Mol object at 0x7f514d060040>
2907103.0,CCOC(=O)C1=C(c2ccccc2)NC(=S)NC1c1cc([N+](=O)[O-])ccc1OC,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d0600b0>
11957249.0,COc1ccc(-n2nc(C(=O)NCC(=O)Nc3ccccn3)c3ccccc3c2=O)cc1Cl,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d060120>
3387141.0,CC(=O)N1CCN(C(=O)CC2OC(=O)c3ccccc32)CC1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d060190>
138265.0,CCCCOc1ccccc1N,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d060200>
16758429.0,COC(=O)C/C=C\[C@@H](C)[C@@H](/C=N\OC[C@@H]1O[C@H](c2ccccc2)C=C[C@@H]1Oc1ccc(OC)cc1)NS(=O)(=O)c1ccc(C)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d060270>
5770919.0,CCOc1ccc(N(C(=O)/C=C/C(=O)Nc2cc(C)on2)C(C(=O)NC2CCCC2)c2ccccc2C)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d0602e0>
6105572.0,O=c1cc(-c2ccccc2)[nH]c2nc(Cl)ccc12,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d060350>
16758354.0,COC(=O)C/C=C\[C@@H](C)[C@@H]1C=C[C@H](OC(C)=O)[C@H](COC(C)=O)O1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d0603c0>
3235542.0,O=C(c1ccncc1)N1CCC2(CCCN(c3ccncc3)C2)CC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d060430>
2883112.0,NC(=O)C1CCN(c2ccc(C(F)(F)F)cc2[N+](=O)[O-])CC1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d060510>
3234815.0,CS(=O)(=O)N1CCC2(CCN(C(=O)Nc3cccc(F)c3)CC2)CC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d060580>
3232879.0,COc1ccc(-n2c(=O)c(-c3cccs3)nc3cncnc32)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d0605f0>
135408788.0,Cc1cc(=O)[nH]c(/N=C(\N)Nc2ccc(Cl)cc2)n1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d0606d0>
3242983.0,CCOc1ccc(NC(=O)N(CCN2CCOCC2)Cc2ccc3c(c2)CCCN3CC)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d060740>
2819118.0,N#C/C(=C\Nc1ccccn1)C(=O)c1ccco1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d0607b0>
3233492.0,Cn1c(=O)c(-c2cccs2)nc2cncnc21,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d060820>
3992742.0,Cc1ccc(Cn2c(C)cc3c(c2=O)C(c2cccs2)C(C#N)=C(N)O3)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d060890>
3247087.0,COC(=O)[C@@]1(Cc2ccccc2)[C@H]2c3cc(C(=O)N(C)C)n(Cc4cc(F)c(F)c(F)c4)c3C[C@H]2CN1C(=O)c1ccccc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d060900>
1229516.0,Cn1cc(/C=C2/SC(=O)N(CC(=O)Nc3ccc4c(c3)OCO4)C2=O)c2ccccc21,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d060970>
3244106.0,CC1(C)OC(=O)C(=CNn2cnc3ccccc3c2=O)C(=O)O1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d060a50>
1862367.0,COC(=O)c1cc(OC)c(OC)cc1NC(=S)N1CCCCC1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d060ac0>
1482732.0,O=C(NCCc1ccccn1)c1cc(C(=O)C2CCCCC2)c[nH]1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d060b30>
929209.0,c1ccc2c3c([nH]c2c1)[C@@H]1[C@H]2CC[C@H]([C@H]4CCCN[C@@H]24)N1CC3,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d060c80>
6330935.0,O=C(O)C(C(=O)O)P(=S)(S)c1ccccc1.[Na],0,<rdkit.Chem.rdchem.Mol object at 0x7f514d060dd0>
2879195.0,Cc1cc(C)nc(SCC(=O)Nc2ccccc2[N+](=O)[O-])n1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d060e40>
3232986.0,COCCn1c(=O)c(-c2cn(C)c3ccccc23)nc2cnc(Oc3cccc(Cl)c3)nc21,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d060eb0>
16758368.0,COc1ccc(O[C@H]2C=C[C@@H](c3ccccc3)O[C@H]2COC(=O)CC/C(C)=N\O[C@@H](C)CN2CCCCc3nc(C)c(C)cc32)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d060f20>
3246245.0,C[N+]1(C)[C@H]2CC[C@H]1CC(OC(=O)[C@@H](CO)c1ccccc1)C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d061000>
1976855.0,C=C(C)c1cccc(C(C)(C)NC(=O)N2CCN(C/C=C/c3ccccc3)CC2)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d0610e0>
1147646.0,CCOC(=O)Cc1csc(NC(=O)c2c(-c3c(Cl)cccc3Cl)noc2C)n1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d061150>
3243358.0,CCCOc1ccccc1C1CC(=O)NC(C)=C1C(=O)OCC(C)C,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d061310>
2925984.0,O=C(c1ccc(Br)cc1)c1cc([N+](=O)[O-])ccc1N1CCCCC1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d061380>
2849595.0,CCOc1ccc(NC(=O)c2ccc(Br)o2)c([N+](=O)[O-])c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d0613f0>
2998.0,CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d061460>
1483349.0,Cn1c(C(N)=O)cnc1Sc1ncc(C(F)(F)F)cc1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d0614d0>
3247212.0,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@H]2c3cc(C(=O)N(C)C)n(CCO)c3C[C@H]2CN1C(=O)c1ccccc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d061540>
5351068.0,C/C(=N\N1CCN(C2c3ccccc3-c3ccccc32)CC1)c1cccnc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d0615b0>
3246303.0,O=C(CC(=O)c1ccccc1)O[C@H]1CN2CCC1CC2,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d061620>
6604039.0,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CN1CCN(c3cc(N4CCCC4)nc(N4CCCC4)n3)CC1)O2,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d061690>
54677843.0,CCCCCCc1nc2ccccc2c(=O)n1NC(=O)c1c(O)c2c(n(CC(C)C)c1=O)CCCC2,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d061700>
3234224.0,COc1ccc2[nH]cc(CCNc3nc(-c4cccc(NS(C)(=O)=O)c4)nc4ccccc34)c2c1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d0617e0>
843984.0,CCc1ccccc1NC(=S)NCc1ccc2c(c1)OCO2,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d061850>
9550320.0,CCN(CC)c1cc(C)c2cc(NC(=O)c3ccc(Br)o3)ccc2n1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d0618c0>
2951670.0,CCn1c2ccccc2c2cc(NC(=O)C(C)Oc3ccc(OC)cc3)ccc21,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d061930>
3233489.0,O=C(c1ccncc1)N1CCC2(CCCN(Cc3ccccc3)C2)CC1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d0619a0>
3247167.0,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@H]2[C@H](CC(=O)C(=O)N(C)C)C(=O)C[C@H]2CN1C(=O)c1ccccc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d061a10>
1472014.0,O=c1c(-c2nc3ccccc3s2)cccn1Cc1ccc(Cl)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d061a80>
231690.0,O=C(O)c1ccccc1C1c2ccccc2Oc2ccccc21,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d061af0>
135431504.0,Nc1[nH]n2c(=O)c3c(nc2c1N=Nc1ccccc1)CCCC3,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d061b60>
3832029.0,O=c1c(C=Nc2ccc(Oc3ccccc3)cc2)c[nH]n1-c1cccc(Cl)n1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d061bd0>
1438198.0,O=C(c1ccc(F)cc1)C1CCN(C(=S)Nc2ccccc2)CC1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d061c40>
4549642.0,CCCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d061d20>
3840272.0,Cc1ccccc1C(=O)c1c[nH]c(C(=O)NCC2CCCO2)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d061d90>
6603307.0,Cc1nc2nc(C)c(CCC(=O)NC(C)c3ccc4c(c3)OCCO4)c(C)n2n1.Cl,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d061e00>
6603942.0,CC(C)c1cc(F)cc2c1C[C@](CCN(C)CCCc1nc3ccccc3[nH]1)(OC(=O)C1CC1)CC2,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d061ee0>
695620.0,O=c1oc(-c2cccs2)nc2ccc(Br)cc12,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d061f50>
9551800.0,CCc1nc(N[C@H](C(=O)O)C(C)CC)c2oc3ccccc3c2n1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d061fc0>
3232652.0,O=c1c(-c2ccccc2)nc2cncnc2n1Cc1ccccc1Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d062030>
3247155.0,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@H]2[C@H](CC(=O)C(=O)N3CCCC3)C(=O)C[C@H]2CN1C(=O)c1ccccc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d0620a0>
3246091.0,CN1CCC[C@H](C(=O)OCC(=O)[C@]2(O)CC[C@@H]3[C@H]4CCC5=CC(=O)CC[C@@]5(C)[C@H]4[C@@H](O)C[C@]32C)C1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d062110>
4065.0,CCCNC(C)(C)COC(=O)c1ccccc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d062180>
132059.0,CS(=O)(=O)Nc1ccc(Cc2noc(-c3ccc4[nH]cc(CCN)c4c3)n2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d0621f0>
3153873.0,CCCNC(=O)Nc1ccc2c(c1)nc(C)n2C,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d0622d0>
1181202.0,Cc1cc(C)cc(Oc2coc3cc(OC(=O)c4cccs4)ccc3c2=O)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d062340>
3234265.0,COc1ccccc1CNc1ncnc2ccc(-c3ccccc3C#N)cc12,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d0623b0>
5149140.0,CCCCCCCCC(=O)NCc1cc(OC)c(O)cc1I,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d062420>
2766683.0,CN1CCN(c2nc(N(C)C)oc(=O)c2C#N)CC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d062500>
3246508.0,O=C(O)CNC(=O)[C@H]1NC(C(F)(F)F)(C(F)(F)F)OC1(C(F)(F)F)C(F)(F)F,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d062570>
3246234.0,COc1ccc(CC[N@+]2(C)COc3cc4oc(=O)cc(C)c4cc3C2)cc1OC,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d0625e0>
3233177.0,COc1cccc(Cn2c(=O)c(-c3ccc(F)c(F)c3)nc3cncnc32)c1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d062650>
9605611.0,CCOc1ccc(/C=N/Nc2nc(N3CCCC3)nc(N3CCCC3)n2)cc1OC,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d0626c0>
3233572.0,Cn1cccc1C(=O)N1CCC2(CCCN(Cc3nccs3)C2)CC1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d062730>
3246189.0,CC[C@H](CN(C)C)C(=O)c1ccco1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d0627a0>
750489.0,COc1ccc(/C=C/C(=O)Nc2nc(C)cc(C)n2)cc1OC,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d062880>
3233194.0,Cc1nc2cnc(N3CCOCC3)nc2n(CCc2ccccc2)c1=O,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d0628f0>
5707072.0,O=c1ccc(/C=C/c2ccccc2)n[nH]1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d062960>
3237873.0,COc1ccc(CNn2c(C)nc3ccccc3c2=O)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d0629d0>
3233167.0,CS(=O)(=O)Nc1cccc(-c2nc(NCCN3CCOCC3)c3ccccc3n2)c1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d062a40>
2867385.0,CC1CCCN(CC(O)COCC2COc3ccccc3O2)C1.Cl,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d062ab0>
16758780.0,O=C1C2=CC[C@H]3C(=O)N(Cc4ccccc4)C(=O)[C@@H]3[C@@H]2[C@H](O)[C@@H]2O[C@H]12,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d062b20>
9595219.0,C/C(=N/O)[C@@H]1C[C@H](CC(=O)O)C1(C)C,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d062b90>
5768421.0,COCCCN1C(=O)C(=O)/C(=C(/O)c2ccc(OC(C)C)c(C)c2)C1c1ccncc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d062c00>
73397.0,COc1ccc(C[C@H]2c3cc(OC)c(OC)cc3CCN2C)cc1OC,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d062c70>
3700490.0,CC1CN(C2CCN(C(=O)c3cccc(Cl)c3)CC2)CC(C)O1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d062ce0>
3245745.0,CCOC(=O)c1c(C)c(C(=O)N2CCN(C(=O)c3ccco3)CC2)c(C)n1C,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d062dc0>
449293.0,CN1[C@H]2CC[C@@H]1CC(O)C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d062e30>
1477929.0,Cc1ccc(C(=O)c2cn(-c3ccc(F)c(Cl)c3)nn2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d062ea0>
3235522.0,O=C(c1csnn1)N1CCC2(CCN(Cc3nccs3)CC2)CC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d062f10>
648407.0,CCc1nnc(NC(=O)CSc2nnc(COc3ccccc3)n2Cc2ccccc2)s1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d062f80>
420272.0,Cc1cc2sc(C)[n+](CCCOS(=O)(=O)O)c2cc1C,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d062ff0>
3235539.0,CN(C)c1ncc2nc(-c3ccccc3)c(=O)n(CCC#N)c2n1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d063060>
3121380.0,O=C(NNC(=O)c1ccccc1)C(=O)N1CCCCC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d0630d0>
3246546.0,NC(CSS(=O)(=O)O)=N[C@@H]1C[C@H]2CC[C@@H]1C2,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d063140>
3247293.0,C[C@@H](C(=O)NCC1CC1)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc1ccccc1)c1ccccc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d0631b0>
3715139.0,CN1CC(c2ccccc2)C2(COc3ccccc3C2=O)C12C(=O)Nc1ccccc12,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d063220>
5771632.0,NC(=O)/C(=C\c1ccncc1)c1cccc2ccccc12,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d063290>
3243162.0,CCC(Sc1ncccc1C(=O)O)C(=O)N1CCOCC1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d063300>
2951140.0,CCC1(C)CC(CCNS(=O)(=O)c2ccc(C)cc2)(c2ccc(C)cc2)CCO1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d063370>
2915733.0,CC(CC(=O)NC1CCCC1)c1ccccc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d0633e0>
3246641.0,O=C1c2ccccc2N[C@H](c2cc(Cl)cc(Cl)c2O)N1CCc1ccccn1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d0634c0>
3236689.0,COc1ccccc1NC(=O)CN1CCN(CC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)CC1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d063530>
3188485.0,COc1ccc(C(C(=O)NCc2ccccc2)N(Cc2cccs2)C(=O)c2cnccn2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d0635a0>
852078.0,O=S(=O)(c1ccccc1)n1ccc2cccnc21,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d063610>
1464427.0,COc1ccccc1CN(Cc1cc2cc3c(cc2[nH]c1=O)OCCO3)Cc1nnnn1Cc1ccco1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d063680>
5389802.0,Cc1nc2ccccn2c1/C(O)=C1\C(=O)C(=O)N(CCCn2ccnc2)C1c1ccncc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d0636f0>
1933034.0,COc1ccc(C(=O)NNC(=S)NC(=O)c2ccco2)cc1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d063760>
3235047.0,COc1ccc2[nH]cc(CCNc3nc(-c4ccoc4)nc4ccccc34)c2c1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d0637d0>
3233258.0,CS(=O)(=O)Nc1cccc(-c2cncnc2NCc2ccccc2)c1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d063840>
5771854.0,CCC/C=C(\CCC)C(NS(=O)(=O)c1cccc2cccnc12)c1ccc(-c2ccccc2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d0638b0>
5311460.0,N[C@H](C(=O)O)c1ccc(O)c(C(=O)O)c1,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d063920>
749058.0,O=c1c2c(-c3cccs3)csc2[nH]c(=S)n1-c1ccccc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d063990>
3245318.0,Cc1ccc(-c2ccc(=O)n(CC(=O)N3CCN(c4cccc(C)c4)C(C)C3)n2)cc1,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d063a00>
16758291.0,CO[C@H]1COC(=O)[C@H](C)COC(=O)[C@@H](OCc2ccccc2)/C=C\[C@@H]1C,0,<rdkit.Chem.rdchem.Mol object at 0x7f514d063a70>
4371580.0,Cc1ccc2[nH]c3c(c2c1)CN(C(=O)CN1c2ccc(F)cc2CCC1C)CC3,1,<rdkit.Chem.rdchem.Mol object at 0x7f514d063ae0>
